,ID,Nom,Année de sortie,Classification,Durée (min),Genre,Note,Nombre de votant,Revenus,Genre1,Genre2,Genre3
220,220,La garçonnière,1960,Tous publics,125,"Comedy, Drama, Romance","8,3",186 259,$18.60M,Comedy, Drama, Romance
221,221,Le Kid,1921,Tous publics,68,"Comedy, Drama, Family","8,3",129 098,$5.45M,Comedy, Drama, Family
222,222,Chhichhore,2019,,143,"Comedy, Drama, Romance","8,3",57 577,$0.90M,Comedy, Drama, Romance
223,223,Le loup de Wall Street,2013,12,180,"Biography, Comedy, Crime","8,2",1 458 625,$116.90M,Biography, Comedy, Crime
224,224,Snatch - Tu braques ou tu raques,2000,Tous publics,104,"Comedy, Crime","8,2",872 553,$30.33M,Comedy, Crime,
225,225,Green Book: Sur les routes du sud,2018,Tous publics,130,"Biography, Comedy, Drama","8,2",517 122,$85.08M,Biography, Comedy, Drama
226,226,The Truman Show,1998,Tous publics,103,"Comedy, Drama","8,2",1 114 175,$125.62M,Comedy, Drama,
227,227,Le Monde de Nemo,2003,Tous publics,100,"Animation, Adventure, Comedy","8,2",1 064 492,$380.84M,Animation, Adventure, Comedy
228,228,Monty Python : Sacré Graal !,1975,Tous publics,91,"Adventure, Comedy, Fantasy","8,2",551 022,$1.23M,Adventure, Comedy, Fantasy
229,229,Certains l'aiment chaud,1959,12,121,"Comedy, Music, Romance","8,2",272 709,$25.00M,Comedy, Music, Romance
230,230,La légende de Klaus,2019,7,96,"Animation, Adventure, Comedy","8,2",,,Animation, Adventure, Comedy
231,231,On ne vit qu'une seule fois,2011,,155,"Comedy, Drama, Musical","8,2",81 196,$3.11M,Comedy, Drama, Musical
232,232,Jeu dangereux,1942,Tous publics,99,"Comedy, Romance, War","8,2",,,Comedy, Romance, War
233,233,Gangs of Wasseypur,2012,Tous publics avec avertissement,321,"Action, Comedy, Crime","8,2",,,Action, Comedy, Crime
234,234,Sherlock Junior,1924,Tous publics,45,"Action, Comedy, Romance","8,2",52 260,$0.98M,Action, Comedy, Romance
235,235,The Grand Budapest hotel,2014,Tous publics,99,"Adventure, Comedy, Crime","8,1",836 342,$59.10M,Adventure, Comedy, Crime
236,236,The Big Lebowski,1998,Tous publics,117,"Comedy, Crime","8,1",825 790,$17.50M,Comedy, Crime,
237,237,Ratatouille,2007,Tous publics,111,"Animation, Adventure, Comedy","8,1",763 898,$206.45M,Animation, Adventure, Comedy
238,238,Le Cercle des poètes disparus,1989,Tous publics,128,"Comedy, Drama","8,1",508 349,$95.86M,Comedy, Drama,
239,239,3 Billboards: Les panneaux de la vengeance,2017,Tous publics,115,"Comedy, Crime, Drama","8,1",524 867,$54.51M,Comedy, Crime, Drama
240,240,Vice-versa,2015,Tous publics,95,"Animation, Adventure, Comedy","8,1",734 398,$356.46M,Animation, Adventure, Comedy
241,241,Monstres & Cie,2001,Tous publics,92,"Animation, Adventure, Comedy","8,1",930 114,$289.92M,Animation, Adventure, Comedy
242,242,"Arnaques, crimes et botanique",1998,Tous publics,107,"Action, Comedy, Crime","8,1",594 229,$3.90M,Action, Comedy, Crime
243,243,Dragons,2010,Tous publics,98,"Animation, Action, Adventure","8,1",759 575,$217.58M,Animation, Action, Adventure
244,244,Les Nouveaux Sauvages,2014,Tous publics avec avertissement,122,"Comedy, Drama, Thriller","8,1",204 730,$3.11M,Comedy, Drama, Thriller
245,245,Mon voisin Totoro,1988,Tous publics,86,"Animation, Comedy, Family","8,1",351 604,$1.11M,Animation, Comedy, Family
246,246,Le géant de fer,1999,Tous publics,86,"Animation, Action, Adventure","8,1",208 262,$23.16M,Animation, Action, Adventure
247,247,La barbe à papa,1973,Tous publics,102,"Comedy, Crime, Drama","8,1",49 628,$30.93M,Comedy, Crime, Drama
248,248,P.K.,2014,13,153,"Comedy, Drama, Sci-Fi","8,1",192 808,$10.62M,Comedy, Drama, Sci-Fi
249,249,Mary et Max.,2009,Tous publics,92,"Animation, Comedy, Drama","8,1",,,Animation, Comedy, Drama
250,250,Le Parrain,1972,12,175,"Crime, Drama","9,2",1 904 825,$134.97M,Crime, Drama,
251,251,The Dark Knight : Le Chevalier noir,2008,Tous publics,152,"Action, Crime, Drama","9,0",2 712 245,$534.86M,Action, Crime, Drama
252,252,"Le Parrain, 2ᵉ partie",1974,13,202,"Crime, Drama","9,0",1 298 312,$57.30M,Crime, Drama,
253,253,12 Hommes en colère,1957,Tous publics,96,"Crime, Drama","9,0",810 784,$4.36M,Crime, Drama,
254,254,Aynabaji,2016,,147,"Crime, Mystery, Thriller","9,0",,,Crime, Mystery, Thriller
255,255,Pulp Fiction,1994,12,154,"Crime, Drama","8,9",2 104 943,$107.93M,Crime, Drama,
256,256,Jai Bhim,2021,,164,"Crime, Drama, Mystery","8,8",,,Crime, Drama, Mystery
257,257,Les affranchis,1990,16,145,"Biography, Crime, Drama","8,7",1 188 870,$46.84M,Biography, Crime, Drama
258,258,La ligne verte,1999,12,189,"Crime, Drama, Fantasy","8,6",1 332 120,$136.80M,Crime, Drama, Fantasy
259,259,Seven,1995,12,127,"Crime, Drama, Mystery","8,6",1 693 649,$100.13M,Crime, Drama, Mystery
260,260,Le Silence des agneaux,1991,16,118,"Crime, Drama, Thriller","8,6",1 464 550,$130.74M,Crime, Drama, Thriller
261,261,La cité de Dieu,2002,16,130,"Crime, Drama","8,6",769 658,$7.56M,Crime, Drama,
262,262,Léon,1994,12,110,"Action, Crime, Drama","8,5",1 186 803,$19.50M,Action, Crime, Drama
263,263,Les infiltrés,2006,Tous publics avec avertissement,151,"Crime, Drama, Thriller","8,5",1 353 433,$132.38M,Crime, Drama, Thriller
264,264,Usual Suspects,1995,Tous publics,106,"Crime, Drama, Mystery","8,5",1 102 763,$23.34M,Crime, Drama, Mystery
265,265,American History X,1998,12,119,"Crime, Drama","8,5",1 141 545,$6.72M,Crime, Drama,
266,266,Joker,2019,12 avec avertissement,122,"Crime, Drama, Thriller","8,4",1 349 046,$335.45M,Crime, Drama, Thriller
267,267,Témoin à charge,1957,Tous publics,116,"Crime, Drama, Mystery","8,4",129 227,$8.18M,Crime, Drama, Mystery
268,268,Kaithi,2019,18,145,"Action, Adventure, Crime","8,4",,,Action, Adventure, Crime
269,269,Entre le ciel et l'enfer,1963,Tous publics,143,"Crime, Drama, Mystery","8,4",,,Crime, Drama, Mystery
270,270,Sardar Udham,2021,16,164,"Biography, Crime, Drama","8,4",,,Biography, Crime, Drama
271,271,Drishyam 2,2021,13,152,"Crime, Drama, Thriller","8,4",,,Crime, Drama, Thriller
272,272,Heat,1995,Tous publics avec avertissement,170,"Action, Crime, Drama","8,3",672 968,$67.44M,Action, Crime, Drama
273,273,Scarface,1983,13,170,"Crime, Drama","8,3",864 017,$45.60M,Crime, Drama,
274,274,Orange mécanique,1971,18,136,"Crime, Sci-Fi","8,3",846 488,$6.21M,Crime, Sci-Fi,
275,275,Reservoir Dogs,1992,16,99,"Crime, Thriller","8,3",1 041 006,$2.83M,Crime, Thriller,
276,276,Il était une fois en Amérique,1984,Tous publics,229,"Crime, Drama","8,3",359 591,$5.32M,Crime, Drama,
277,277,Du silence et des ombres...,1962,12,129,"Crime, Drama","8,3",,,Crime, Drama,
278,278,L'Arnaque,1973,Tous publics,129,"Comedy, Crime, Drama","8,3",269 163,$159.60M,Comedy, Crime, Drama
279,279,M le maudit,1931,Tous publics,118,"Crime, Mystery, Thriller","8,3",161 461,$0.03M,Crime, Mystery, Thriller
280,280,Assurance sur la mort,1944,Tous publics,107,"Crime, Drama, Film-Noir","8,3",160 581,$5.72M,Crime, Drama, Film-Noir
281,281,K.G.F: Chapter 2,2022,13,168,"Action, Crime, Drama","8,3",139 278,$6.60M,Action, Crime, Drama
282,282,Vikram,2022,,175,"Action, Crime, Thriller","8,3",,,Action, Crime, Thriller
283,283,Ratsasan,2018,,170,"Action, Crime, Drama","8,3",,,Action, Crime, Drama
284,284,Drishyam,2013,,160,"Crime, Drama, Thriller","8,3",,,Crime, Drama, Thriller
285,285,John Wick: Chapitre 4,2023,12,169,"Action, Crime, Thriller","8,2",,,Action, Crime, Thriller
286,286,Le loup de Wall Street,2013,12,180,"Biography, Comedy, Crime","8,2",1 458 625,$116.90M,Biography, Comedy, Crime
287,287,Taxi Driver,1976,16,114,"Crime, Drama","8,2",861 504,$28.26M,Crime, Drama,
288,288,No Country for Old Men,2007,12,122,"Crime, Drama, Thriller","8,2",999 284,$74.28M,Crime, Drama, Thriller
289,289,Snatch - Tu braques ou tu raques,2000,Tous publics,104,"Comedy, Crime","8,2",872 553,$30.33M,Comedy, Crime,
290,290,Casino,1995,12,178,"Crime, Drama","8,2",533 499,$42.44M,Crime, Drama,
291,291,Kill Bill: Volume I,2003,16,111,"Action, Crime, Drama","8,2",1 138 718,$70.10M,Action, Crime, Drama
292,292,Batman Begins,2005,Tous publics,140,"Action, Crime, Drama","8,2",1 500 330,$206.85M,Action, Crime, Drama
293,293,L.A. Confidential,1997,Tous publics,138,"Crime, Drama, Mystery","8,2",592 351,$64.62M,Crime, Drama, Mystery
294,294,Drishyam 2,2022,13,140,"Crime, Drama, Mystery","8,2",,,Crime, Drama, Mystery
295,295,Rashomon,1950,Tous publics,88,"Crime, Drama, Mystery","8,2",172 437,$0.10M,Crime, Drama, Mystery
296,296,Le crime était presque parfait,1954,Tous publics,105,"Crime, Thriller","8,2",180 261,$0.01M,Crime, Thriller,
297,297,Z,1969,Tous publics,127,"Crime, Drama, Thriller","8,2",29 926,$0.08M,Crime, Drama, Thriller
298,298,Drishyam,2015,18,163,"Crime, Drama, Mystery","8,2",88 293,$0.74M,Crime, Drama, Mystery
299,299,Andhadhun,2018,,139,"Crime, Mystery, Thriller","8,2",96 902,$1.37M,Crime, Mystery, Thriller
300,300,Les Évadés,1994,Tous publics avec avertissement,142,Drama,"9,3",2 739 193,$28.34M,Drama,,
301,301,Le Parrain,1972,12,175,"Crime, Drama","9,2",1 904 825,$134.97M,Crime, Drama,
302,302,Hababam Sinifi,1975,,87,"Comedy, Drama","9,2",,,Comedy, Drama,
303,303,The Dark Knight : Le Chevalier noir,2008,Tous publics,152,"Action, Crime, Drama","9,0",2 712 245,$534.86M,Action, Crime, Drama
304,304,La liste de Schindler,1993,Tous publics,195,"Biography, Drama, History","9,0",1 382 532,$96.90M,Biography, Drama, History
305,305,"Le Parrain, 2ᵉ partie",1974,13,202,"Crime, Drama","9,0",1 298 312,$57.30M,Crime, Drama,
306,306,12 Hommes en colère,1957,Tous publics,96,"Crime, Drama","9,0",810 784,$4.36M,Crime, Drama,
307,307,Le Seigneur des anneaux : Le Retour du roi,2003,Tous publics avec avertissement,201,"Action, Adventure, Drama","9,0",1 883 515,$377.85M,Action, Adventure, Drama
308,308,Pulp Fiction,1994,12,154,"Crime, Drama","8,9",2 104 943,$107.93M,Crime, Drama,
309,309,Le Seigneur des anneaux : La Communauté de l'anneau,2001,Tous publics,178,"Action, Adventure, Drama","8,8",1 912 302,$315.54M,Action, Adventure, Drama
310,310,Fight Club,1999,16,139,Drama,"8,8",2 181 210,$37.03M,Drama,,
311,311,Forrest Gump,1994,Tous publics,142,"Drama, Romance","8,8",2 131 456,$330.25M,Drama, Romance,
312,312,Le Seigneur des anneaux : Les Deux Tours,2002,Tous publics avec avertissement,179,"Action, Adventure, Drama","8,8",1 700 210,$342.55M,Action, Adventure, Drama
313,313,Jai Bhim,2021,,164,"Crime, Drama, Mystery","8,8",,,Crime, Drama, Mystery
314,314,777 Charlie,2022,,164,"Adventure, Comedy, Drama","8,8",,,Adventure, Comedy, Drama
315,315,Rocketry: The Nambi Effect,2022,,157,"Biography, Drama","8,8",,,Biography, Drama,
316,316,Les affranchis,1990,16,145,"Biography, Crime, Drama","8,7",1 188 870,$46.84M,Biography, Crime, Drama
317,317,Vol au-dessus d'un nid de coucou,1975,Tous publics avec avertissement,133,Drama,"8,7",1 026 961,$112.00M,Drama,,
318,318,The Kashmir Files,2022,,170,Drama,"8,7",,,Drama,,
319,319,Soorarai Pottru,2020,18,153,"Action, Drama","8,7",,,Action, Drama,
320,320,Interstellar,2014,Tous publics,169,"Adventure, Drama, Sci-Fi","8,6",1 903 425,$188.02M,Adventure, Drama, Sci-Fi
321,321,La ligne verte,1999,12,189,"Crime, Drama, Fantasy","8,6",1 332 120,$136.80M,Crime, Drama, Fantasy
322,322,Seven,1995,12,127,"Crime, Drama, Mystery","8,6",1 693 649,$100.13M,Crime, Drama, Mystery
323,323,Le Silence des agneaux,1991,16,118,"Crime, Drama, Thriller","8,6",1 464 550,$130.74M,Crime, Drama, Thriller
324,324,Il faut sauver le soldat Ryan,1998,Tous publics avec avertissement,169,"Drama, War","8,6",1 420 636,$216.54M,Drama, War,
325,325,La cité de Dieu,2002,16,130,"Crime, Drama","8,6",769 658,$7.56M,Crime, Drama,
326,326,La vie est belle,1997,Tous publics,116,"Comedy, Drama, Romance","8,6",709 849,$57.60M,Comedy, Drama, Romance
327,327,Les 7 Samouraïs,1954,Tous publics,207,"Action, Drama","8,6",352 241,$0.27M,Action, Drama,
328,328,La vie est belle,1946,Tous publics,130,"Drama, Family, Fantasy","8,6",,,Drama, Family, Fantasy
329,329,Harakiri,1962,Tous publics,133,"Action, Drama, Mystery","8,6",,,Action, Drama, Mystery
330,330,Sita Ramam,2022,,163,"Action, Drama, Mystery","8,6",,,Action, Drama, Mystery
331,331,Léon,1994,12,110,"Action, Crime, Drama","8,5",1 186 803,$19.50M,Action, Crime, Drama
332,332,Parasite,2019,Tous publics avec avertissement,132,"Drama, Thriller","8,5",850 664,$53.37M,Drama, Thriller,
333,333,Les infiltrés,2006,Tous publics avec avertissement,151,"Crime, Drama, Thriller","8,5",1 353 433,$132.38M,Crime, Drama, Thriller
334,334,Gladiator,2000,Tous publics avec avertissement,155,"Action, Adventure, Drama","8,5",1 533 090,$187.71M,Action, Adventure, Drama
335,335,Whiplash,2014,Tous publics,106,"Drama, Music","8,5",901 237,$13.09M,Drama, Music,
336,336,Le Prestige,2006,Tous publics,130,"Drama, Mystery, Sci-Fi","8,5",1 361 706,$53.09M,Drama, Mystery, Sci-Fi
337,337,Le Roi Lion,1994,Tous publics,88,"Animation, Adventure, Drama","8,5",1 082 777,$422.78M,Animation, Adventure, Drama
338,338,Usual Suspects,1995,Tous publics,106,"Crime, Drama, Mystery","8,5",1 102 763,$23.34M,Crime, Drama, Mystery
339,339,Le pianiste,2002,Tous publics,150,"Biography, Drama, Music","8,5",853 992,$32.57M,Biography, Drama, Music
340,340,American History X,1998,12,119,"Crime, Drama","8,5",1 141 545,$6.72M,Crime, Drama,
341,341,Intouchables,2011,Tous publics,112,"Biography, Comedy, Drama","8,5",879 758,$13.18M,Biography, Comedy, Drama
342,342,Casablanca,1942,Tous publics,102,"Drama, Romance, War","8,5",582 530,$1.02M,Drama, Romance, War
343,343,Le tombeau des lucioles,1988,Tous publics,89,"Animation, Drama, War","8,5",,,Animation, Drama, War
344,344,Cinéma Paradiso,1988,Tous publics,155,"Drama, Romance","8,5",267 863,$11.99M,Drama, Romance,
345,345,Les temps modernes,1936,Tous publics,87,"Comedy, Drama, Romance","8,5",247 883,$0.16M,Comedy, Drama, Romance
346,346,Les lumières de la ville,1931,Tous publics,87,"Comedy, Drama, Romance","8,5",188 279,$0.02M,Comedy, Drama, Romance
347,347,96,II) (2018,Tous publics,158,"Drama, Romance","8,5",,,Drama, Romance,
348,348,Avengers: Endgame,2019,Tous publics,181,"Action, Adventure, Drama","8,4",1 175 410,$858.37M,Action, Adventure, Drama
349,349,Joker,2019,12 avec avertissement,122,"Crime, Drama, Thriller","8,4",1 349 046,$335.45M,Crime, Drama, Thriller
350,350,Le voyage de Chihiro,2001,Tous publics,125,"Animation, Adventure, Family","8,6",787 478,$10.06M,Animation, Adventure, Family
351,351,La vie est belle,1946,Tous publics,130,"Drama, Family, Fantasy","8,6",,,Drama, Family, Fantasy
352,352,Le Roi Lion,1994,Tous publics,88,"Animation, Adventure, Drama","8,5",1 082 777,$422.78M,Animation, Adventure, Drama
353,353,Spider-Man: New Generation,2018,Tous publics,117,"Animation, Action, Adventure","8,4",560 624,$190.24M,Animation, Action, Adventure
354,354,Coco,2017,Tous publics,105,"Animation, Adventure, Comedy","8,4",531 894,$209.73M,Animation, Adventure, Comedy
355,355,WALL·E,2008,Tous publics,98,"Animation, Adventure, Family","8,4",1 140 441,$223.81M,Animation, Adventure, Family
356,356,Toy Story,1995,Tous publics,81,"Animation, Adventure, Comedy","8,3",1 015 842,$191.80M,Animation, Adventure, Comedy
357,357,Là-haut,2009,Tous publics,96,"Animation, Adventure, Comedy","8,3",1 067 109,$293.00M,Animation, Adventure, Comedy
358,358,Toy Story 3,2010,Tous publics,103,"Animation, Adventure, Comedy","8,3",853 369,$415.00M,Animation, Adventure, Comedy
359,359,Taare Zameen Par,2007,PG,165,"Drama, Family","8,3",197 652,$1.22M,Drama, Family,
360,360,Le Kid,1921,Tous publics,68,"Comedy, Drama, Family","8,3",129 098,$5.45M,Comedy, Drama, Family
361,361,Le château ambulant,2004,Tous publics,119,"Animation, Adventure, Family","8,2",410 497,$4.71M,Animation, Adventure, Family
362,362,Le Monde de Nemo,2003,Tous publics,100,"Animation, Adventure, Comedy","8,2",1 064 492,$380.84M,Animation, Adventure, Comedy
363,363,La légende de Klaus,2019,7,96,"Animation, Adventure, Comedy","8,2",,,Animation, Adventure, Comedy
364,364,Les enfants du ciel,1997,Tous publics,89,"Drama, Family, Sport","8,2",76 569,$0.93M,Drama, Family, Sport
365,365,Mon père et mon fils,2005,Tous publics,112,"Drama, Family","8,2",,,Drama, Family,
366,366,Ratatouille,2007,Tous publics,111,"Animation, Adventure, Comedy","8,1",763 898,$206.45M,Animation, Adventure, Comedy
367,367,Harry Potter et les Reliques de la Mort : partie 2,2011,Tous publics,130,"Adventure, Family, Fantasy","8,1",898 557,$381.01M,Adventure, Family, Fantasy
368,368,Le magicien d'Oz,1939,Tous publics,102,"Adventure, Family, Fantasy","8,1",409 654,$2.08M,Adventure, Family, Fantasy
369,369,Vice-versa,2015,Tous publics,95,"Animation, Adventure, Comedy","8,1",734 398,$356.46M,Animation, Adventure, Comedy
370,370,Monstres & Cie,2001,Tous publics,92,"Animation, Adventure, Comedy","8,1",930 114,$289.92M,Animation, Adventure, Comedy
371,371,Dragons,2010,Tous publics,98,"Animation, Action, Adventure","8,1",759 575,$217.58M,Animation, Action, Adventure
372,372,La mélodie du bonheur,1965,Tous publics,172,"Biography, Drama, Family","8,1",244 080,$163.21M,Biography, Drama, Family
373,373,Hatchi,2009,Tous publics,93,"Biography, Drama, Family","8,1",,,Biography, Drama, Family
374,374,Mon voisin Totoro,1988,Tous publics,86,"Animation, Comedy, Family","8,1",351 604,$1.11M,Animation, Comedy, Family
375,375,Le géant de fer,1999,Tous publics,86,"Animation, Action, Adventure","8,1",208 262,$23.16M,Animation, Action, Adventure
376,376,"Les enfants loups, Ame & Yuki",2012,Tous publics,117,"Animation, Drama, Family","8,1",,,Animation, Drama, Family
377,377,Chak De! India,2007,,153,"Drama, Family, Sport","8,1",82 160,$1.11M,Drama, Family, Sport
378,378,Le cirque,1928,Tous publics,72,"Comedy, Family, Romance","8,1",,,Comedy, Family, Romance
379,379,Princess Bride,1987,Tous publics,98,"Adventure, Comedy, Family","8,0",435 489,$30.86M,Adventure, Comedy, Family
380,380,Les Indestructibles,2004,Tous publics,115,"Animation, Action, Adventure","8,0",759 433,$261.44M,Animation, Action, Adventure
381,381,Zootopie,2016,Tous publics,108,"Animation, Adventure, Comedy","8,0",515 017,$341.27M,Animation, Adventure, Comedy
382,382,Aladdin,1992,Tous publics,90,"Animation, Adventure, Comedy","8,0",435 318,$217.35M,Animation, Adventure, Comedy
383,383,Soul,2020,6+,100,"Animation, Adventure, Comedy","8,0",,,Animation, Adventure, Comedy
384,384,La Belle et la Bête,1991,Tous publics,84,"Animation, Family, Fantasy","8,0",463 590,$218.97M,Animation, Family, Fantasy
385,385,Le peuple loup,2020,Tous publics,103,"Animation, Action, Adventure","8,0",,,Animation, Action, Adventure
386,386,Un violon sur le toit,1971,Tous publics,181,"Drama, Family, Musical","8,0",45 334,$80.50M,Drama, Family, Musical
387,387,Le Château dans le ciel,1986,Tous publics,125,"Animation, Adventure, Family","8,0",,,Animation, Adventure, Family
388,388,Le chant de la mer,2014,Tous publics,93,"Animation, Adventure, Drama","8,0",60 474,$0.86M,Animation, Adventure, Drama
389,389,Le conte de la princesse Kaguya,2013,Tous publics,137,"Animation, Drama, Family","8,0",49 525,$1.51M,Animation, Drama, Family
390,390,Le Chat potté 2 : La Dernière Quête,2022,Tous publics,102,"Animation, Adventure, Comedy","7,9",126 780,$168.46M,Animation, Adventure, Comedy
391,391,Wonder,2017,Tous publics,113,"Drama, Family","7,9",170 063,$132.42M,Drama, Family,
392,392,Harry Potter et le Prisonnier d'Azkaban,2004,Tous publics,142,"Adventure, Family, Fantasy","7,9",654 078,$249.36M,Adventure, Family, Fantasy
393,393,Fantastic Mr. Fox,2009,Tous publics,87,"Animation, Adventure, Comedy","7,9",244 378,$21.00M,Animation, Adventure, Comedy
394,394,Shrek,2001,Tous publics,90,"Animation, Adventure, Comedy","7,9",698 217,$267.67M,Animation, Adventure, Comedy
395,395,E.T. l'extra-terrestre,1982,Tous publics,115,"Adventure, Family, Sci-Fi","7,9",420 121,$435.11M,Adventure, Family, Sci-Fi
396,396,Les dix commandements,1956,Tous publics,220,"Adventure, Drama, Family","7,9",74 253,$93.74M,Adventure, Drama, Family
397,397,Toy Story 2,1999,Tous publics,92,"Animation, Adventure, Comedy","7,9",594 433,$245.85M,Animation, Adventure, Comedy
398,398,L'étrange Noël de monsieur Jack,1993,Tous publics,76,"Animation, Family, Fantasy","7,9",351 048,$75.08M,Animation, Family, Fantasy
399,399,Togo,2019,Tous publics,113,"Adventure, Biography, Drama","7,9",,,Adventure, Biography, Drama
400,400,Le Seigneur des anneaux : Le Retour du roi,2003,Tous publics avec avertissement,201,"Action, Adventure, Drama","9,0",1 883 515,$377.85M,Action, Adventure, Drama
401,401,Le Seigneur des anneaux : La Communauté de l'anneau,2001,Tous publics,178,"Action, Adventure, Drama","8,8",1 912 302,$315.54M,Action, Adventure, Drama
402,402,Le Seigneur des anneaux : Les Deux Tours,2002,Tous publics avec avertissement,179,"Action, Adventure, Drama","8,8",1 700 210,$342.55M,Action, Adventure, Drama
403,403,L'Empire contre-attaque,1980,Tous publics,124,"Action, Adventure, Fantasy","8,7",1 318 505,$290.48M,Action, Adventure, Fantasy
404,404,La ligne verte,1999,12,189,"Crime, Drama, Fantasy","8,6",1 332 120,$136.80M,Crime, Drama, Fantasy
405,405,Star Wars: Épisode IV - Un nouvel espoir,1977,Tous publics,121,"Action, Adventure, Fantasy","8,6",1 391 036,$322.74M,Action, Adventure, Fantasy
406,406,Le voyage de Chihiro,2001,Tous publics,125,"Animation, Adventure, Family","8,6",787 478,$10.06M,Animation, Adventure, Family
407,407,La vie est belle,1946,Tous publics,130,"Drama, Family, Fantasy","8,6",,,Drama, Family, Fantasy
408,408,Spider-Man: New Generation,2018,Tous publics,117,"Animation, Action, Adventure","8,4",560 624,$190.24M,Animation, Action, Adventure
409,409,Your Name.,2016,Tous publics,106,"Animation, Drama, Fantasy","8,4",285 185,$5.02M,Animation, Drama, Fantasy
410,410,Coco,2017,Tous publics,105,"Animation, Adventure, Comedy","8,4",531 894,$209.73M,Animation, Adventure, Comedy
411,411,Le Retour du Jedi,1983,Tous publics,131,"Action, Adventure, Fantasy","8,3",1 075 490,$309.13M,Action, Adventure, Fantasy
412,412,Toy Story,1995,Tous publics,81,"Animation, Adventure, Comedy","8,3",1 015 842,$191.80M,Animation, Adventure, Comedy
413,413,Princesse Mononoké,1997,Tous publics,134,"Animation, Action, Adventure","8,3",405 758,$2.38M,Animation, Action, Adventure
414,414,Toy Story 3,2010,Tous publics,103,"Animation, Adventure, Comedy","8,3",853 369,$415.00M,Animation, Adventure, Comedy
415,415,Spider-Man: No Way Home,2021,Tous publics,148,"Action, Adventure, Fantasy","8,2",792 747,$804.75M,Action, Adventure, Fantasy
416,416,Le château ambulant,2004,Tous publics,119,"Animation, Adventure, Family","8,2",410 497,$4.71M,Animation, Adventure, Family
417,417,Le labyrinthe de Pan,2006,12,118,"Drama, Fantasy, War","8,2",680 040,$37.63M,Drama, Fantasy, War
418,418,Monty Python : Sacré Graal !,1975,Tous publics,91,"Adventure, Comedy, Fantasy","8,2",551 022,$1.23M,Adventure, Comedy, Fantasy
419,419,"Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini",2020,Tous publics avec avertissement,117,"Animation, Action, Adventure","8,2",63 822,$47.70M,Animation, Action, Adventure
420,420,Tumbbad,2018,,104,"Drama, Fantasy, Horror","8,2",,,Drama, Fantasy, Horror
421,421,La légende de Klaus,2019,7,96,"Animation, Adventure, Comedy","8,2",,,Animation, Adventure, Comedy
422,422,Pirates des Caraïbes : La malédiction du Black Pearl,2003,Tous publics,143,"Action, Adventure, Fantasy","8,1",1 151 364,$305.41M,Action, Adventure, Fantasy
423,423,Ratatouille,2007,Tous publics,111,"Animation, Adventure, Comedy","8,1",763 898,$206.45M,Animation, Adventure, Comedy
424,424,Harry Potter et les Reliques de la Mort : partie 2,2011,Tous publics,130,"Adventure, Family, Fantasy","8,1",898 557,$381.01M,Adventure, Family, Fantasy
425,425,Le magicien d'Oz,1939,Tous publics,102,"Adventure, Family, Fantasy","8,1",409 654,$2.08M,Adventure, Family, Fantasy
426,426,Vice-versa,2015,Tous publics,95,"Animation, Adventure, Comedy","8,1",734 398,$356.46M,Animation, Adventure, Comedy
427,427,Monstres & Cie,2001,Tous publics,92,"Animation, Adventure, Comedy","8,1",930 114,$289.92M,Animation, Adventure, Comedy
428,428,Dragons,2010,Tous publics,98,"Animation, Action, Adventure","8,1",759 575,$217.58M,Animation, Action, Adventure
429,429,Mon voisin Totoro,1988,Tous publics,86,"Animation, Comedy, Family","8,1",351 604,$1.11M,Animation, Comedy, Family
430,430,Le septième sceau,1957,Tous publics,96,"Drama, Fantasy","8,1",,,Drama, Fantasy,
431,431,Underground,1995,,170,"Comedy, Drama, Fantasy","8,1",59 570,$0.17M,Comedy, Drama, Fantasy
432,432,"Les enfants loups, Ame & Yuki",2012,Tous publics,117,"Animation, Drama, Family","8,1",,,Animation, Drama, Family
433,433,Le temps des gitans,1988,,142,"Comedy, Crime, Drama","8,1",31 656,$0.28M,Comedy, Crime, Drama
434,434,OMG: Oh My God!,2012,,125,"Comedy, Drama, Fantasy","8,1",60 609,$0.92M,Comedy, Drama, Fantasy
435,435,Princess Bride,1987,Tous publics,98,"Adventure, Comedy, Family","8,0",435 489,$30.86M,Adventure, Comedy, Family
436,436,Zack Snyder's Justice League,2021,12,242,"Action, Adventure, Fantasy","8,0",,,Action, Adventure, Fantasy
437,437,Big Fish,2003,Tous publics,125,"Adventure, Drama, Fantasy","8,0",447 774,$66.26M,Adventure, Drama, Fantasy
438,438,Aladdin,1992,Tous publics,90,"Animation, Adventure, Comedy","8,0",435 318,$217.35M,Animation, Adventure, Comedy
439,439,Soul,2020,6+,100,"Animation, Adventure, Comedy","8,0",,,Animation, Adventure, Comedy
440,440,La Belle et la Bête,1991,Tous publics,84,"Animation, Family, Fantasy","8,0",463 590,$218.97M,Animation, Family, Fantasy
441,441,Un jour sans fin,1993,Tous publics,101,"Comedy, Drama, Fantasy","8,0",649 312,$70.91M,Comedy, Drama, Fantasy
442,442,Akira,1988,12,124,"Animation, Action, Drama","8,0",193 128,$0.55M,Animation, Action, Drama
443,443,Le peuple loup,2020,Tous publics,103,"Animation, Action, Adventure","8,0",,,Animation, Action, Adventure
444,444,Pink Floyd: The Wall,1982,12,95,"Drama, Fantasy, Music","8,0",82 891,$22.24M,Drama, Fantasy, Music
